red_fighter_name,blue_fighter_name,event_date,red_fighter_nickname,blue_fighter_nickname,red_fighter_result,blue_fighter_result,method,round,time,time_format,referee,details,bout_type,bonus,event_name,event_location,red_fighter_KD,blue_fighter_KD,red_fighter_sig_str,blue_fighter_sig_str,red_fighter_sig_str_pct,blue_fighter_sig_str_pct,red_fighter_total_str,blue_fighter_total_str,red_fighter_TD,blue_fighter_TD,red_fighter_TD_pct,blue_fighter_TD_pct,red_fighter_sub_att,blue_fighter_sub_att,red_fighter_rev,blue_fighter_rev,red_fighter_ctrl,blue_fighter_ctrl,red_fighter_sig_str_head,blue_fighter_sig_str_head,red_fighter_sig_str_body,blue_fighter_sig_str_body,red_fighter_sig_str_leg,blue_fighter_sig_str_leg,red_fighter_sig_str_distance,blue_fighter_sig_str_distance,red_fighter_sig_str_clinch,blue_fighter_sig_str_clinch,red_fighter_sig_str_ground,blue_fighter_sig_str_ground,red_fighter_sig_str_head_pct,blue_fighter_sig_str_head_pct,red_fighter_sig_str_body_pct,blue_fighter_sig_str_body_pct,red_fighter_sig_str_leg_pct,blue_fighter_sig_str_leg_pct,red_fighter_sig_str_distance_pct,blue_fighter_sig_str_distance_pct,red_fighter_sig_str_clinch_pct,blue_fighter_sig_str_clinch_pct,red_fighter_sig_str_ground_pct,blue_fighter_sig_str_ground_pct,red_fighter_total_pts,blue_fighter_total_pts
DARREN ELKINS,ROBERT WHITEFORD,24/10/2015,The Damage,The Hammer,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,Andreas Gruner 27 - 30. Paul Sutherland 27 - 30. Dean Weir 27 - 30.,Featherweight Bout,-,UFC Fight Night: Holohan vs Smolka,"Dublin, Leinster, Ireland",0,0,40,23,30,36,112,41,7,1,63,100,2,0,0,0,8:31,0:51,36,20,3,1,1,2,10,17,2,4,28,2,90,86,7,4,2,8,25,73,5,17,70,8,,
BUBBA BUSH,GARRETH MCLELLAN,24/10/2015,The Fightin' Texas Aggie,Soldier Boy,L,W,KO/TKO,3,4:58,3 Rnd (5-5-5),Piotr Michalak,Punches to Head From Half Guard,Middleweight Bout,-,UFC Fight Night: Holohan vs Smolka,"Dublin, Leinster, Ireland",0,0,8,97,57,72,31,163,3,2,50,40,0,1,0,0,5:58,7:47,3,87,1,9,4,1,3,3,1,0,4,94,37,89,12,9,50,1,37,3,12,0,50,96,,
DANIEL CORMIER,ALEXANDER GUSTAFSSON,03/10/2015,DC,The Mauler,W,L,Decision - Split,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Derek Cleary 48 - 47. Sal D'amato 47 - 48. Kerry Hatley 46 - 49.,UFC Light Heavyweight Title Bout,belt,UFC 192: Cormier vs Gustafsson,"Houston, Texas, USA",0,1,140,120,49,47,219,130,1,1,20,14,0,0,0,0,3:30,0:58,111,88,11,23,18,9,86,102,48,15,6,3,79,73,7,19,12,7,61,85,34,12,4,2,,
RYAN BADER,RASHAD EVANS,03/10/2015,Darth,Suga,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Patrick Patlan 27 - 30. Joshua Ferraro 27 - 30. Frank Collazo 27 - 30.,Light Heavyweight Bout,-,UFC 192: Cormier vs Gustafsson,"Houston, Texas, USA",0,0,52,25,39,22,55,27,1,0,16,0,0,0,0,0,1:04,0:56,45,17,6,6,1,2,49,23,3,2,0,0,86,68,11,24,1,8,94,92,5,8,0,0,,
JOSEPH BENAVIDEZ,ALI BAGAUTINOV,03/10/2015,-,Puncher,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kerry Hatley,Sal D'amato 27 - 30. Joe Soliz 27 - 30. Derek Cleary 28 - 29.,Flyweight Bout,-,UFC 192: Cormier vs Gustafsson,"Houston, Texas, USA",0,0,48,31,32,25,48,31,0,0,0,0,0,0,0,0,0:00,0:19,32,22,10,5,6,4,44,30,4,1,0,0,66,70,20,16,12,12,91,96,8,3,0,0,,
JESSICA EYE,JULIANNA PENA,03/10/2015,Evil,The Venezuelan Vixen,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Frank Collazo,Joshua Ferraro 27 - 29. Patrick Patlan 27 - 29. Chris Reed 27 - 29.,Women's Bantamweight Bout,-,UFC 192: Cormier vs Gustafsson,"Houston, Texas, USA",0,0,30,34,55,50,77,100,1,3,100,50,1,3,0,0,5:44,7:18,17,22,9,9,4,3,17,13,9,8,4,13,56,64,30,26,13,8,56,38,30,23,13,38,,
YAIR RODRIGUEZ,DAN HOOKER,03/10/2015,El Pantera,The Hangman,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kerry Hatley,Derek Cleary 27 - 30. Joshua Ferraro 27 - 30. Chris Reed 26 - 30.,Featherweight Bout,-,UFC 192: Cormier vs Gustafsson,"Houston, Texas, USA",0,0,52,19,50,24,67,85,2,1,22,33,0,0,0,0,0:30,6:01,27,14,15,5,10,0,38,9,6,6,8,4,51,73,28,26,19,0,73,47,11,31,15,21,,
CHRIS CARIASO,SERGIO PETTIS,03/10/2015,Kamikaze,-,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Joe Solis,Sal D'amato 27 - 29. Patrick Patlan 27 - 29. Derek Cleary 28 - 29.,Flyweight Bout,-,UFC 192: Cormier vs Gustafsson,"Houston, Texas, USA",0,1,37,37,46,30,54,80,0,3,0,75,1,0,1,0,4:10,5:52,11,32,15,3,11,2,30,15,4,0,3,22,29,86,40,8,29,5,81,40,10,0,8,59,,
DERRICK LEWIS,VIKTOR PESTA,03/10/2015,The Black Beast,-,W,L,KO/TKO,3,1:15,3 Rnd (5-5-5),Kerry Hatley,Punches to Head From Mount,Heavyweight Bout,-,UFC 192: Cormier vs Gustafsson,"Houston, Texas, USA",0,0,41,8,65,61,51,47,0,5,0,38,0,0,0,0,1:29,7:09,36,4,5,2,0,2,3,2,10,0,28,6,87,50,12,25,0,25,7,25,24,0,68,75,,
KYOJI HORIGUCHI,CHICO CAMUS,26/09/2015,-,The King,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Steve Perceval,Mark Craig 27 - 30. Evan Field 27 - 30. Albert Shen 27 - 30.,Flyweight Bout,-,UFC Fight Night: Barnett vs Nelson,"Saitama, Japan",0,0,78,63,34,32,80,66,0,0,0,0,0,0,0,0,0:20,0:24,59,53,17,8,2,2,74,58,4,5,0,0,75,84,21,12,2,3,94,92,5,7,0,0,,
TAKEYA MIZUGAKI,GEORGE ROOP,26/09/2015,-,-,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Neil Swailes,Junichiro Kamijo 28 - 29. Charlie Keech 28 - 29. Christopher Shen 28 - 29.,Bantamweight Bout,-,UFC Fight Night: Barnett vs Nelson,"Saitama, Japan",0,0,70,47,43,41,88,97,0,0,0,0,0,0,0,0,3:00,5:52,47,23,23,17,0,7,42,30,28,17,0,0,67,48,32,36,0,14,60,63,40,36,0,0,,
KEITA NAKAMURA,LI JINGLIANG,26/09/2015,K-Taro,The Leech,W,L,Submission,3,2:17,3 Rnd (5-5-5),Neil Swailes,Rear Naked Choke Technical Submission,Welterweight Bout,perf,UFC Fight Night: Barnett vs Nelson,"Saitama, Japan",1,1,40,79,45,55,85,88,0,1,0,100,1,0,0,0,4:21,1:35,36,61,2,11,2,7,29,67,3,0,8,12,90,77,5,13,5,8,72,84,7,0,20,15,,
SHINSHO ANZAI,ROGER ZAPATA,26/09/2015,Animal,Viva,W,L,TKO - Doctor's Stoppage,3,0:47,3 Rnd (5-5-5),Neil Swailes,Finger Injury,Welterweight Bout,-,UFC Fight Night: Barnett vs Nelson,"Saitama, Japan",0,0,23,28,63,51,49,53,2,0,18,0,0,1,0,0,6:55,0:24,9,22,7,6,7,0,11,12,11,12,1,4,39,78,30,21,30,0,47,42,47,42,4,14,,
DEMETRIOUS JOHNSON,JOHN DODSON,05/09/2015,Mighty Mouse,The Magician,W,L,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Marcos Rosales 46 - 49. Tony Weeks 46 - 49. Derek Cleary 45 - 50.,UFC Flyweight Title Bout,belt,UFC 191: Johnson vs Dodson 2,"Las Vegas, Nevada, USA",0,0,88,58,51,47,163,108,4,1,30,33,0,0,0,0,4:59,2:55,57,16,23,28,8,14,64,45,24,13,0,0,64,27,26,48,9,24,72,77,27,22,0,0,,
JAN BLACHOWICZ,COREY ANDERSON,05/09/2015,-,Overtime,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Sal D'amato 25 - 30. Patricia Morse-Jarman 25 - 30. Chris Lee 26 - 29.,Light Heavyweight Bout,-,UFC 191: Johnson vs Dodson 2,"Las Vegas, Nevada, USA",0,0,20,84,46,56,33,156,1,4,100,100,1,0,0,0,0:23,10:40,13,72,5,7,2,5,16,21,3,5,1,58,65,85,25,8,10,5,80,25,15,5,5,69,,
PAIGE VANZANT,ALEX CHAMBERS,05/09/2015,12 Gauge,Astro Girl,W,L,Submission,3,1:01,3 Rnd (5-5-5),John McCarthy,Armbar From Mount,Women's Strawweight Bout,-,UFC 191: Johnson vs Dodson 2,"Las Vegas, Nevada, USA",0,0,73,30,56,63,165,66,3,0,42,0,1,1,0,0,7:14,0:28,37,23,32,3,4,4,19,16,47,14,7,0,50,76,43,10,5,13,26,53,64,46,9,0,,
JESSICA ANDRADE,RAQUEL PENNINGTON,05/09/2015,Bate Estaca,Rocky,L,W,Submission,2,4:58,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke,Women's Bantamweight Bout,perf,UFC 191: Johnson vs Dodson 2,"Las Vegas, Nevada, USA",0,0,41,41,62,60,59,66,4,2,80,100,1,1,0,0,3:28,3:04,19,26,12,10,10,5,26,17,15,22,0,2,46,63,29,24,24,12,63,41,36,53,0,4,,
CLAY COLLARD,TIAGO DOS SANTOS E SILVA,05/09/2015,Cassius,Trator,L,W,Decision - Split,3,5:00,3 Rnd (5-5-5),John McCarthy,Adalaide Byrd 28 - 29. Tony Weeks 29 - 28. Derek Cleary 28 - 29.,Featherweight Bout,-,UFC 191: Johnson vs Dodson 2,"Las Vegas, Nevada, USA",1,0,84,52,40,42,136,73,1,1,50,25,0,1,0,2,2:16,3:37,60,25,18,17,6,10,60,45,9,6,15,1,71,48,21,32,7,19,71,86,10,11,17,1,,
NEIL MAGNY,ERICK SILVA,23/08/2015,The Haitian Sensation,-,W,L,Decision - Split,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Greg Jackson 29 - 28. David Therien 28 - 29. Sal D'amato 27 - 30.,Welterweight Bout,-,UFC Fight Night: Holloway vs Oliveira,"Saskatoon, Saskatchewan, Canada",0,0,68,29,51,49,132,37,4,3,44,75,0,0,0,0,4:05,2:46,59,10,6,5,3,14,46,27,7,2,15,0,86,34,8,17,4,48,67,93,10,6,22,0,,
PATRICK COTE,JOSHUA BURKMAN,23/08/2015,The Predator,The People's Warrior,W,L,KO/TKO,3,1:26,3 Rnd (5-5-5),Jerin Valel,Punches to Head At Distance,Welterweight Bout,fight,UFC Fight Night: Holloway vs Oliveira,"Saskatoon, Saskatchewan, Canada",1,0,60,45,64,49,106,49,0,1,0,100,0,0,0,0,2:40,1:00,48,26,3,12,9,7,31,39,9,6,20,0,80,57,5,26,15,15,51,86,15,13,33,0,,
YVES JABOUIN,FELIPE ARANTES,23/08/2015,Tiger,Sertanejo,L,W,Submission,1,4:21,3 Rnd (5-5-5),Yves Lavigne,Armbar From Bottom Guard,Bantamweight Bout,perf,UFC Fight Night: Holloway vs Oliveira,"Saskatoon, Saskatchewan, Canada",0,0,5,4,50,66,18,8,2,0,100,0,0,1,0,1,3:38,0:15,5,2,0,2,0,0,2,0,0,1,3,3,100,50,0,50,0,0,40,0,0,25,60,75,,
CHRIS KELADES,CHRIS BEAL,23/08/2015,The Greek Assassin,Real Deal,W,L,Decision - Split,3,5:00,3 Rnd (5-5-5),Adam Cheadle,David Therien 30 - 27. Sal D'amato 28 - 29. Greg Jackson 28 - 29.,Flyweight Bout,-,UFC Fight Night: Holloway vs Oliveira,"Saskatoon, Saskatchewan, Canada",0,0,50,47,45,41,90,83,1,2,11,50,0,0,0,1,2:40,5:47,33,42,14,5,3,0,39,25,5,8,6,14,66,89,28,10,6,0,78,53,10,17,12,29,,
SHANE CAMPBELL,ELIAS SILVERIO,23/08/2015,Shaolin,Xuxu,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Adam Cheadle,Kevin Dornan 28 - 29. Jason Rodgers 28 - 29. David Therien 28 - 29.,Lightweight Bout,-,UFC Fight Night: Holloway vs Oliveira,"Saskatoon, Saskatchewan, Canada",0,0,44,22,63,55,73,50,2,2,40,14,0,0,1,0,4:31,6:57,26,9,6,9,12,4,25,17,5,2,14,3,59,40,13,40,27,18,56,77,11,9,31,13,,
GLOVER TEIXEIRA,OVINCE SAINT PREUX,08/08/2015,-,-,W,L,Submission,3,3:10,5 Rnd (5-5-5-5-5),John McCarthy,Rear Naked Choke Technical Submission,Light Heavyweight Bout,fight,UFC Fight Night: Teixeira vs Saint Preux,"Nashville, Tennessee, USA",0,0,53,30,67,55,128,36,5,0,55,0,1,0,0,1,8:48,1:26,48,18,5,12,0,0,11,19,4,9,38,2,90,60,9,40,0,0,20,63,7,30,71,6,,
JARED ROSHOLT,TIMOTHY JOHNSON,08/08/2015,-,-,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Richard Bertrand 28 - 29. Derek Cleary 28 - 29. Chris Lee 28 - 29.,Heavyweight Bout,-,UFC Fight Night: Teixeira vs Saint Preux,"Nashville, Tennessee, USA",0,0,19,26,55,45,53,86,2,3,40,75,1,0,0,0,2:25,8:44,16,20,3,6,0,0,4,10,7,14,8,2,84,76,15,23,0,0,21,38,36,53,42,7,,
CHRIS CAMOZZI,TOM WATSON,08/08/2015,-,Kong,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John McCarthy,Point Deducted: Low Blow by Watson Richard Bertrand 27 - 29. Sal D'amato 26 - 30. Derek Cleary 27 - 29.,Middleweight Bout,-,UFC Fight Night: Teixeira vs Saint Preux,"Nashville, Tennessee, USA",0,0,87,82,59,58,112,104,3,1,75,12,2,0,0,0,4:24,1:48,65,31,14,29,8,22,69,58,18,24,0,0,74,37,16,35,9,26,79,70,20,29,0,0,,
FRANKIE SAENZ,SIRWAN KAKAI,08/08/2015,-,Zohan,W,L,Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean,Derek Cleary 29 - 28. Richard Bertrand 27 - 30. Chris Lee 27 - 30.,Bantamweight Bout,-,UFC Fight Night: Teixeira vs Saint Preux,"Nashville, Tennessee, USA",0,0,80,55,43,48,91,62,1,3,16,33,1,0,0,0,2:41,1:55,48,29,23,13,9,13,45,47,31,8,4,0,60,52,28,23,11,23,56,85,38,14,5,0,,
GLAICO FRANCA MOREIRA,FERNANDO BRUNO,01/08/2015,Nego,Acougueiro,W,L,Submission,3,4:46,3 Rnd + OT (5-5-5-5),Herb Dean,Rear Naked Choke,Ultimate Fighter Brazil 4 Lightweight Tournament Title Bout,belt,UFC 190: Rousey vs Correia,"Rio de Janeiro, Rio de Janeiro, Brazil",0,0,23,20,74,62,47,41,4,2,44,18,1,0,0,0,6:40,5:36,6,14,8,5,9,1,13,12,5,8,5,0,26,70,34,25,39,5,56,60,21,40,21,0,,
REGINALDO VIEIRA,DILENO LOPES,01/08/2015,-,-,W,L,Decision - Unanimous,3,5:00,3 Rnd + OT (5-5-5-5),Osiris Maia,Richard Bertrand 28 - 29. Hallison Pontes 27 - 30. Tony Weeks 27 - 30.,Ultimate Fighter Brazil 4 Bantamweight Tournament Title Bout,belt,UFC 190: Rousey vs Correia,"Rio de Janeiro, Rio de Janeiro, Brazil",0,0,59,46,56,42,127,73,0,3,0,75,2,3,0,0,3:27,2:43,39,24,15,19,5,3,32,30,8,13,19,3,66,52,25,41,8,6,54,65,13,28,32,6,,
ANTONIO SILVA,SOA PALELEI,01/08/2015,Bigfoot,The Hulk,W,L,KO/TKO,2,0:41,3 Rnd (5-5-5),John McCarthy,Punches to Head At Distance,Heavyweight Bout,-,UFC 190: Rousey vs Correia,"Rio de Janeiro, Rio de Janeiro, Brazil",1,0,16,19,57,54,29,46,0,1,0,33,0,0,0,0,1:30,2:39,10,15,4,4,2,0,5,5,10,0,1,14,62,78,25,21,12,0,31,26,62,0,6,73,,
CLAUDIA GADELHA,JESSICA AGUILAR,01/08/2015,Claudinha,Jag,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Richard Bertrand 27 - 30. Guilherme Bravo 27 - 30. Joseph Terrell 27 - 30.,Women's Strawweight Bout,-,UFC 190: Rousey vs Correia,"Rio de Janeiro, Rio de Janeiro, Brazil",0,0,111,70,44,37,121,88,4,0,100,0,0,0,0,0,2:36,0:47,95,35,16,11,0,24,101,63,9,7,1,0,85,50,14,15,0,34,90,90,8,10,0,0,,
WARLLEY ALVES,NORDINE TALEB,01/08/2015,-,-,W,L,Submission,2,4:11,3 Rnd (5-5-5),John McCarthy,Guillotine Choke After Drop to Guard,Welterweight Bout,-,UFC 190: Rousey vs Correia,"Rio de Janeiro, Rio de Janeiro, Brazil",0,0,17,17,44,50,23,30,2,0,66,0,1,0,0,0,4:18,1:05,9,8,4,5,4,4,12,13,3,4,2,0,52,47,23,29,23,23,70,76,17,23,11,0,,
VITOR MIRANDA,CLINT HESTER,01/08/2015,Lex Luthor,Headbussa,W,L,KO/TKO,2,2:38,3 Rnd (5-5-5),Herb Dean,Elbows to Head From Side Control,Middleweight Bout,-,UFC 190: Rousey vs Correia,"Rio de Janeiro, Rio de Janeiro, Brazil",0,0,57,15,76,44,95,20,1,1,100,20,0,0,0,0,3:25,3:00,52,11,1,3,4,1,7,9,1,0,49,6,91,73,1,20,7,6,12,60,1,0,85,40,,
HUGO VIANA,GUIDO CANNETTI,01/08/2015,Wolverine,Ninja,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Osiris Maia,Richard Bertrand 28 - 29. Sal D'amato 28 - 29. Tony Weeks 28 - 29.,Bantamweight Bout,-,UFC 190: Rousey vs Correia,"Rio de Janeiro, Rio de Janeiro, Brazil",0,0,13,32,34,62,42,47,1,4,6,57,0,0,0,0,6:02,3:57,9,13,3,17,1,2,4,15,2,13,7,4,69,40,23,53,7,6,30,46,15,40,53,12,,
TJ DILLASHAW,RENAN BARAO,25/07/2015,-,The Baron,W,L,KO/TKO,4,0:35,5 Rnd (5-5-5-5-5),Herb Dean,Punches to Head At Distance,UFC Bantamweight Title Bout,belt,UFC on FOX: Dillashaw vs. Barao II,"Chicago, Illinois, USA",0,0,117,62,55,34,170,65,0,0,0,0,0,0,0,0,5:37,0:09,84,31,19,19,14,12,93,50,23,12,1,0,71,50,16,30,11,19,79,80,19,19,0,0,,
EDSON BARBOZA,PAUL FELDER,25/07/2015,Junior,The Irish Dragon,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Robert Madrigal,Kelvin Caldwell 28 - 29. Sal D'amato 28 - 29. Clay Goodman 28 - 29.,Lightweight Bout,fight,UFC on FOX: Dillashaw vs. Barao II,"Chicago, Illinois, USA",0,0,64,47,47,31,64,50,0,0,0,0,0,0,0,0,0:00,0:18,19,22,22,9,23,16,64,45,0,2,0,0,29,46,34,19,35,34,100,95,0,4,0,0,,
GIAN VILLANTE,TOM LAWLOR,25/07/2015,-,Filthy,L,W,KO/TKO,2,0:27,3 Rnd (5-5-5),Robert Madrigal,Punch to Head At Distance,Light Heavyweight Bout,perf,UFC on FOX: Dillashaw vs. Barao II,"Chicago, Illinois, USA",0,1,31,22,48,42,31,25,1,0,100,0,0,0,0,0,0:03,0:03,18,17,4,3,9,2,29,21,2,1,0,0,58,77,12,13,29,9,93,95,6,4,0,0,,
JIM MILLER,DANNY CASTILLO,25/07/2015,A-10,Last Call,W,L,Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean,Brian Puccillo 28 - 29. Sal D'amato 29 - 28. Rick Winter 27 - 30.,Lightweight Bout,-,UFC on FOX: Dillashaw vs. Barao II,"Chicago, Illinois, USA",0,0,45,35,40,33,61,51,2,0,66,0,0,0,0,0,2:10,2:20,21,22,8,5,16,8,42,33,1,0,2,2,46,62,17,14,35,22,93,94,2,0,4,5,,
EDDIE WINELAND,BRYAN CARAWAY,25/07/2015,-,Kid Lightning,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Kelvin Caldwell 28 - 29. Brian Puccillo 28 - 29. Clay Goodman 27 - 30.,Bantamweight Bout,-,UFC on FOX: Dillashaw vs. Barao II,"Chicago, Illinois, USA",0,0,52,61,28,32,58,72,0,0,0,0,0,0,0,0,0:03,1:13,38,51,9,5,5,5,48,51,4,10,0,0,73,83,17,8,9,8,92,83,7,16,0,0,,
RAMSEY NIJEM,ANDREW HOLBROOK,25/07/2015,-,-,L,W,Decision - Split,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Kelvin Caldwell 28 - 29. Brian Puccillo 29 - 28. Rick Winter 28 - 29.,Lightweight Bout,-,UFC on FOX: Dillashaw vs. Barao II,"Chicago, Illinois, USA",0,0,29,20,46,51,76,73,6,0,100,0,0,2,0,1,8:38,3:23,24,13,5,4,0,3,8,2,13,8,8,10,82,65,17,20,0,15,27,10,44,40,27,50,,
JESSAMYN DUKE,ELIZABETH PHILLIPS,25/07/2015,The Gun,-,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Kelvin Caldwell 28 - 29. Brian Puccillo 28 - 29. Gabriel Sabaitis 28 - 29.,Women's Bantamweight Bout,-,UFC on FOX: Dillashaw vs. Barao II,"Chicago, Illinois, USA",0,0,36,49,45,48,54,83,2,2,66,50,3,1,2,0,3:19,6:41,27,43,7,3,2,3,27,34,8,1,1,14,75,87,19,6,5,6,75,69,22,2,2,28,,
LEON EDWARDS,PAWEL PAWLAK,18/07/2015,Rocky,-,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Leon Roberts,Garth Harriman 27 - 30. Andy Roberts 27 - 30. Dean Weir 27 - 30.,Welterweight Bout,-,UFC Fight Night: Bisping vs Leites,"Glasgow, Scotland, United Kingdom",1,0,36,24,50,30,73,65,0,0,0,0,0,0,0,0,7:03,0:20,28,10,6,12,2,2,23,20,3,4,10,0,77,41,16,50,5,8,63,83,8,16,27,0,,
MICKAEL LEBOUT,TEEMU PACKALEN,18/07/2015,Ragnar,Pacu,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Leon Roberts,Andy Haigh 28 - 29. Paul Sutherland 28 - 29. Howard Hughes 27 - 30.,Lightweight Bout,-,UFC Fight Night: Bisping vs Leites,"Glasgow, Scotland, United Kingdom",0,0,43,35,50,57,68,41,0,3,0,27,0,1,2,0,6:53,3:14,24,28,10,6,9,1,32,28,0,0,11,7,55,80,23,17,20,2,74,80,0,0,25,20,,
JOSH THOMSON,TONY FERGUSON,15/07/2015,The Punk,El Cucuy,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Mike Beltran 27 - 30. Derek Cleary 27 - 30. Wade Vierra 26 - 30.,Lightweight Bout,perf,UFC Fight Night: Mir vs Duffee,"San Diego, California, USA",0,1,33,83,33,55,35,101,1,0,16,0,0,2,0,1,2:32,1:45,17,51,12,15,4,17,27,58,3,4,3,21,51,61,36,18,12,20,81,69,9,4,9,25,,
SCOTT JORGENSEN,MANVEL GAMBURYAN,15/07/2015,Young Guns,The Anvil,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Mike Bell 27 - 30. Derek Cleary 28 - 29. Wade Vierra 27 - 30.,Bantamweight Bout,-,UFC Fight Night: Mir vs Duffee,"San Diego, California, USA",0,1,36,42,48,44,56,65,1,5,50,38,0,2,1,0,1:31,4:48,24,26,7,8,5,8,26,31,8,6,2,5,66,61,19,19,13,19,72,73,22,14,5,11,,
ALAN JOUBAN,MATT DWYER,15/07/2015,Brahma,-,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Point Deducted: Illegal Knee by Jouban Mike Bell 27 - 29. Mike Beltran 27 - 29. Wade Vierra 27 - 29.,Welterweight Bout,fight,UFC Fight Night: Mir vs Duffee,"San Diego, California, USA",1,1,51,29,49,24,63,34,1,0,100,0,0,0,0,0,2:53,0:14,31,23,11,4,9,2,36,22,7,6,8,1,60,79,21,13,17,6,70,75,13,20,15,3,,
SAM SICILIA,YAOTZIN MEZA,15/07/2015,-,-,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Derek Cleary 27 - 30. Mike Bell 28 - 29. Wade Vierra 28 - 29.,Featherweight Bout,-,UFC Fight Night: Mir vs Duffee,"San Diego, California, USA",0,0,12,18,29,48,33,39,2,1,100,11,4,1,0,0,8:26,1:30,10,10,1,3,1,5,3,16,3,2,6,0,83,55,8,16,8,27,25,88,25,11,50,0,,
JESSICA ANDRADE,SARAH MORAS,15/07/2015,Bate Estaca,Cheesecake,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John McCarthy,Mike Beltran 26 - 30. Derek Cleary 26 - 30. Mark Smith 27 - 30.,Women's Bantamweight Bout,-,UFC Fight Night: Mir vs Duffee,"San Diego, California, USA",0,0,50,18,55,32,158,23,3,0,75,0,0,1,0,0,9:07,0:39,36,16,9,0,5,2,17,15,0,3,33,0,72,88,18,0,10,11,34,83,0,16,66,0,,
IGOR ARAUJO,SEAN STRICKLAND,15/07/2015,-,-,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John McCarthy,Mike Bell 26 - 30. Wade Vierra 27 - 30. Mark Smith 26 - 30.,Welterweight Bout,-,UFC Fight Night: Mir vs Duffee,"San Diego, California, USA",0,1,39,71,47,42,48,87,0,3,0,100,0,2,0,0,0:18,5:29,11,61,14,6,14,4,34,32,5,17,0,22,28,85,35,8,35,5,87,45,12,23,0,30,,
JAKE ELLENBERGER,STEPHEN THOMPSON,12/07/2015,The Juggernaut,Wonderboy,L,W,KO/TKO,1,4:29,5 Rnd (5-5-5-5-5),John McCarthy,Kick to Head At Distance Wheel Kick,Welterweight Bout,perf,The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"Las Vegas, Nevada, USA",1,2,5,20,35,57,14,29,0,1,0,33,0,0,0,0,0:01,1:56,4,17,1,2,0,1,1,12,4,1,0,7,80,85,20,10,0,5,20,60,80,5,0,35,,
ANGELA MAGANA,MICHELLE WATERSON-GOMEZ,12/07/2015,Your Majesty,The Karate Hottie,L,W,Submission,3,2:38,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke,Women's Strawweight Bout,-,The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"Las Vegas, Nevada, USA",0,0,8,47,33,78,19,102,1,3,100,100,1,4,0,0,7:55,1:57,3,25,2,15,3,7,6,25,2,9,0,13,37,53,25,31,37,14,75,53,25,19,0,27,,
RUSSELL DOANE,JERROD SANDERS,12/07/2015,-,J-Reazie,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Sal D'amato 28 - 29. Derek Cleary 27 - 30. Patricia Morse-Jarman 28 - 29.,Bantamweight Bout,-,The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"Las Vegas, Nevada, USA",1,0,13,15,50,68,34,47,1,3,50,37,3,3,2,1,6:25,6:42,10,10,3,5,0,0,3,5,6,4,4,6,76,66,23,33,0,0,23,33,46,26,30,40,,
