winner,ref,diff_TD,diff_sub_att,diff_sig_str_leg_pct,diff_sig_str_head_pct,diff_total_str,diff_sig_str_distance_pct,diff_sig_str_body,diff_sig_str_pct,diff_KD,diff_sig_str_distance,diff_sig_str_ground,diff_sig_str_body_pct,diff_sig_str_clinch,diff_sig_str,diff_sig_str_head,diff_TD_pct,diff_sig_str_clinch_pct,diff_sig_str_leg,diff_sig_str_ground_pct
L,Jason Herzog,7.0,-1.0,-42.0,40.0,10.0,3.0,0.0,-19.0,0.0,-3.0,3.0,2.0,-5.0,-5.0,3.0,-3.0,-26.0,-8.0,23.0
L,Vitor Ribeiro,-1.0,1.0,13.0,-22.0,-46.0,-2.0,7.0,-14.0,0.0,-43.0,0.0,9.0,1.0,-42.0,-63.0,-25.0,2.0,14.0,0.0
W,Keith Peterson,0.0,0.0,32.0,-44.0,56.0,-22.0,13.0,33.0,0.0,18.0,0.0,12.0,16.0,34.0,-4.0,0.0,22.0,25.0,0.0
W,Gary Copeland,0.0,0.0,-3.0,5.0,9.0,-18.0,4.0,10.0,2.0,7.0,0.0,-2.0,7.0,14.0,10.0,0.0,18.0,0.0,0.0
L,Gary Copeland,1.0,0.0,38.0,-34.0,-8.0,7.0,-2.0,-20.0,0.0,-5.0,-3.0,-5.0,1.0,-7.0,-10.0,50.0,7.0,5.0,-15.0
L,Jason Herzog,3.0,0.0,26.0,-2.0,-32.0,4.0,-25.0,-19.0,0.0,-5.0,3.0,-25.0,-8.0,-10.0,-6.0,17.0,-8.0,21.0,3.0
W,Chris Tognoni,0.0,0.0,-15.0,24.0,50.0,-28.0,10.0,13.0,1.0,24.0,19.0,-9.0,5.0,48.0,39.0,0.0,4.0,-1.0,24.0
W,Herb Dean,1.0,0.0,-19.0,22.0,12.0,-8.0,1.0,2.0,0.0,4.0,1.0,-2.0,2.0,7.0,9.0,11.0,5.0,-3.0,4.0
W,Mark Smith,-1.0,0.0,11.0,-26.0,43.0,5.0,21.0,23.0,1.0,44.0,-3.0,15.0,1.0,42.0,4.0,-100.0,0.0,17.0,-4.0
L,Chris Tognoni,4.0,-2.0,7.0,-6.0,2.0,-10.0,1.0,-5.0,0.0,2.0,1.0,-1.0,3.0,6.0,1.0,5.0,8.0,4.0,2.0
W,Mark Smith,0.0,0.0,8.0,-12.0,37.0,4.0,13.0,9.0,1.0,38.0,1.0,5.0,-2.0,37.0,13.0,0.0,-5.0,11.0,0.0
L,Mark Smith,-1.0,-1.0,50.0,-25.0,24.0,25.0,-1.0,-7.0,0.0,-1.0,0.0,-25.0,-1.0,-2.0,-2.0,-50.0,-25.0,1.0,0.0
L,Mark Smith,-4.0,-1.0,-4.0,5.0,33.0,1.0,9.0,1.0,0.0,42.0,0.0,-2.0,0.0,42.0,31.0,-44.0,-1.0,2.0,0.0
L,Chris Tognoni,4.0,0.0,-7.0,9.0,-118.0,20.0,-8.0,-22.0,0.0,-47.0,-5.0,-2.0,-12.0,-64.0,-41.0,80.0,-14.0,-15.0,-5.0
W,Mike Beltran,-3.0,3.0,-11.0,35.0,-39.0,48.0,-15.0,15.0,1.0,6.0,-1.0,-26.0,-27.0,-22.0,-1.0,-42.0,-48.0,-6.0,-1.0
L,Dan Miragliotta,2.0,1.0,36.0,-31.0,5.0,-30.0,-4.0,-19.0,0.0,-20.0,6.0,-6.0,2.0,-12.0,-17.0,40.0,9.0,9.0,22.0
L,Dan Miragliotta,7.0,0.0,6.0,-21.0,-54.0,15.0,-1.0,-8.0,-1.0,-24.0,-15.0,16.0,-1.0,-40.0,-38.0,63.0,6.0,-1.0,-20.0
W,Keith Peterson,1.0,0.0,3.0,-14.0,25.0,-5.0,13.0,4.0,0.0,7.0,7.0,12.0,-1.0,13.0,-3.0,28.0,-1.0,3.0,7.0
L,Andrew Glenn,-3.0,0.0,-7.0,-4.0,-23.0,13.0,3.0,-13.0,0.0,-1.0,-4.0,10.0,-13.0,-18.0,-15.0,-84.0,-8.0,-6.0,-4.0
L,Mike Beltran,-2.0,0.0,-24.0,15.0,46.0,4.0,2.0,-10.0,0.0,-15.0,-5.0,9.0,0.0,-20.0,-4.0,-28.0,3.0,-18.0,-7.0
W,Mike Beltran,0.0,0.0,16.0,-23.0,17.0,5.0,16.0,2.0,0.0,33.0,-3.0,6.0,4.0,34.0,-5.0,50.0,-2.0,23.0,-3.0
W,Marc Goddard,-1.0,0.0,10.0,-11.0,113.0,19.0,25.0,27.0,0.0,106.0,-1.0,1.0,0.0,105.0,62.0,-14.0,-15.0,18.0,-4.0
W,Mark Smith,3.0,0.0,-28.0,49.0,0.0,-4.0,-7.0,-14.0,0.0,-4.0,2.0,-22.0,-1.0,-3.0,13.0,60.0,-3.0,-9.0,7.0
W,Keith Peterson,-1.0,0.0,21.0,-35.0,-4.0,27.0,10.0,-6.0,1.0,28.0,-9.0,14.0,3.0,22.0,-3.0,-25.0,4.0,15.0,-31.0
L,Chris Tognoni,-1.0,0.0,39.0,-45.0,-7.0,43.0,2.0,12.0,-1.0,16.0,-19.0,6.0,2.0,-1.0,-18.0,-38.0,5.0,15.0,-48.0
L,Herb Dean,2.0,0.0,18.0,-24.0,-58.0,-6.0,-1.0,25.0,0.0,-39.0,2.0,7.0,4.0,-33.0,-49.0,10.0,4.0,17.0,1.0
L,Marc Goddard,-3.0,-1.0,14.0,-27.0,17.0,15.0,9.0,9.0,1.0,21.0,-1.0,13.0,7.0,27.0,10.0,-50.0,9.0,8.0,-25.0
W,Mike Beltran,1.0,1.0,0.0,-34.0,4.0,-100.0,1.0,10.0,0.0,-1.0,1.0,33.0,2.0,2.0,1.0,67.0,66.0,0.0,33.0
L,Bladimir Puga,0.0,-2.0,4.0,-2.0,-5.0,1.0,-2.0,-23.0,0.0,-12.0,-1.0,-1.0,-1.0,-14.0,-9.0,12.0,1.0,-3.0,-2.0
W,Fernando Salas Navarro,-3.0,0.0,26.0,-31.0,-5.0,19.0,1.0,7.0,0.0,4.0,-5.0,5.0,2.0,1.0,-5.0,-25.0,10.0,5.0,-29.0
W,Jonathan Romero,4.0,1.0,-24.0,15.0,113.0,-14.0,15.0,6.0,0.0,27.0,10.0,10.0,8.0,45.0,31.0,31.0,0.0,-1.0,13.0
W,Mike Beltran,1.0,0.0,17.0,-37.0,-3.0,-3.0,8.0,13.0,1.0,11.0,8.0,19.0,1.0,20.0,5.0,67.0,2.0,7.0,1.0
W,Jonathan Romero,1.0,0.0,-4.0,3.0,106.0,-18.0,5.0,26.0,-1.0,18.0,31.0,2.0,-2.0,47.0,41.0,-40.0,-17.0,1.0,35.0
L,Frank Trigg,-1.0,1.0,-8.0,-4.0,-47.0,-2.0,-3.0,-13.0,0.0,-28.0,1.0,12.0,-3.0,-30.0,-14.0,29.0,-1.0,-13.0,2.0
W,Mark Smith,1.0,0.0,15.0,1.0,93.0,-9.0,-10.0,15.0,0.0,19.0,5.0,-15.0,5.0,29.0,18.0,50.0,4.0,21.0,4.0
W,Chris Tognoni,4.0,0.0,-28.0,-4.0,28.0,8.0,27.0,3.0,0.0,29.0,0.0,32.0,-1.0,28.0,6.0,50.0,-3.0,-5.0,-5.0
W,Chris Tognoni,0.0,0.0,-9.0,25.0,26.0,18.0,-3.0,4.0,0.0,32.0,-1.0,-16.0,-4.0,27.0,31.0,84.0,-14.0,-1.0,-5.0
W,Jason Herzog,0.0,0.0,-1.0,-7.0,21.0,3.0,17.0,7.0,0.0,25.0,0.0,8.0,5.0,30.0,6.0,0.0,-3.0,7.0,0.0
L,Mark Smith,-1.0,0.0,-14.0,26.0,-59.0,15.0,-24.0,-12.0,0.0,-29.0,0.0,-12.0,-19.0,-48.0,-6.0,-100.0,-15.0,-18.0,0.0
W,Chris Tognoni,0.0,0.0,3.0,-4.0,-7.0,-8.0,-1.0,12.0,0.0,-8.0,0.0,0.0,2.0,-6.0,-6.0,0.0,7.0,1.0,0.0
W,Mark Smith,2.0,0.0,-4.0,13.0,106.0,-39.0,-2.0,16.0,0.0,-9.0,9.0,-9.0,0.0,0.0,3.0,0.0,0.0,-1.0,39.0
L,Mark Smith,1.0,0.0,4.0,13.0,-2.0,-4.0,-7.0,9.0,0.0,-13.0,0.0,-18.0,1.0,-12.0,-4.0,11.0,3.0,-1.0,0.0
L,Eric McMahon,0.0,-2.0,-17.0,27.0,-41.0,8.0,-14.0,-31.0,1.0,-30.0,-3.0,-11.0,-5.0,-38.0,-4.0,-5.0,-4.0,-20.0,-3.0
W,Mark Smith,2.0,0.0,-69.0,52.0,39.0,0.0,12.0,24.0,0.0,13.0,16.0,18.0,1.0,30.0,30.0,66.0,-30.0,-12.0,29.0
W,Eric McMahon,1.0,-3.0,-3.0,19.0,117.0,-26.0,9.0,21.0,0.0,17.0,25.0,-15.0,8.0,50.0,34.0,46.0,-12.0,7.0,37.0
L,Kerry Hatley,1.0,0.0,-18.0,28.0,4.0,7.0,-7.0,-5.0,0.0,-1.0,0.0,-10.0,-4.0,-5.0,13.0,33.0,-7.0,-11.0,0.0
W,Jerin Valel,-2.0,-1.0,-7.0,21.0,169.0,0.0,6.0,-12.0,0.0,26.0,39.0,-14.0,0.0,65.0,59.0,0.0,-27.0,0.0,27.0
W,Kevin MacDonald,-3.0,0.0,-45.0,49.0,10.0,-44.0,-1.0,-12.0,0.0,-17.0,29.0,-3.0,0.0,12.0,33.0,-16.0,0.0,-20.0,44.0
L,Kevin MacDonald,4.0,0.0,1.0,6.0,-54.0,-23.0,-13.0,-21.0,0.0,-53.0,1.0,-8.0,11.0,-41.0,-25.0,44.0,21.0,-3.0,1.0
L,Jerin Valel,-1.0,1.0,22.0,-42.0,-24.0,-1.0,10.0,-9.0,0.0,-18.0,-2.0,21.0,0.0,-20.0,-40.0,-33.0,3.0,10.0,-2.0
L,Todd Ronald Anderson,0.0,-3.0,-33.0,28.0,67.0,-52.0,2.0,10.0,0.0,15.0,14.0,5.0,5.0,34.0,33.0,75.0,13.0,-1.0,37.0
L,Mark Smith,2.0,0.0,13.0,6.0,-66.0,-1.0,-27.0,0.0,0.0,-66.0,0.0,-19.0,-1.0,-67.0,-43.0,15.0,1.0,3.0,0.0
L,Chris Tognoni,-1.0,0.0,2.0,-33.0,-11.0,14.0,4.0,4.0,-1.0,-3.0,-4.0,30.0,1.0,-6.0,-10.0,-25.0,7.0,0.0,-21.0
L,Dan Miragliotta,-6.0,0.0,-6.0,11.0,-83.0,29.0,-5.0,-14.0,0.0,-2.0,-9.0,-5.0,-8.0,-19.0,-7.0,-13.0,-13.0,-7.0,-16.0
L,Marc Goddard,-1.0,0.0,27.0,-24.0,-14.0,8.0,-1.0,-39.0,-1.0,-12.0,0.0,-4.0,-2.0,-14.0,-16.0,-100.0,-8.0,3.0,0.0
W,Mark Smith,-1.0,0.0,-14.0,17.0,97.0,-25.0,4.0,4.0,1.0,12.0,13.0,-4.0,8.0,33.0,34.0,67.0,8.0,-5.0,15.0
W,Herb Dean,0.0,2.0,0.0,-9.0,-44.0,-2.0,7.0,18.0,0.0,12.0,1.0,9.0,0.0,13.0,1.0,46.0,0.0,5.0,1.0
W,Marc Goddard,8.0,1.0,24.0,-40.0,-155.0,-4.0,15.0,6.0,0.0,-17.0,1.0,17.0,0.0,-16.0,-53.0,57.0,1.0,22.0,3.0
L,Mark Smith,-1.0,-1.0,31.0,-16.0,-54.0,36.0,-13.0,-9.0,0.0,-8.0,-18.0,-16.0,-7.0,-33.0,-28.0,-100.0,-8.0,8.0,-28.0
W,Herb Dean,2.0,0.0,-49.0,36.0,55.0,-37.0,9.0,-14.0,0.0,-38.0,24.0,12.0,4.0,-10.0,27.0,66.0,5.0,-46.0,31.0
L,Mark Smith,-1.0,0.0,-13.0,11.0,-70.0,-2.0,-7.0,-18.0,0.0,-66.0,0.0,1.0,-6.0,-72.0,-35.0,-50.0,2.0,-30.0,0.0
W,Herb Dean,1.0,0.0,20.0,-33.0,-15.0,29.0,9.0,12.0,0.0,21.0,0.0,12.0,-12.0,9.0,-11.0,-50.0,-29.0,11.0,0.0
L,Keith Peterson,-1.0,0.0,0.0,13.0,32.0,20.0,-1.0,21.0,0.0,24.0,-6.0,-14.0,3.0,21.0,20.0,-11.0,-3.0,2.0,-18.0
L,Jeff Rexroad,-4.0,0.0,-2.0,7.0,-5.0,22.0,-2.0,-12.0,0.0,11.0,-6.0,-5.0,-4.0,1.0,4.0,-57.0,-9.0,-1.0,-13.0
L,Mark Smith,0.0,-2.0,15.0,-27.0,-22.0,23.0,5.0,-18.0,0.0,8.0,-3.0,13.0,-8.0,-3.0,-14.0,-48.0,-16.0,6.0,-6.0
L,Jeff Rexroad,0.0,-1.0,10.0,10.0,-16.0,5.0,-12.0,1.0,0.0,-11.0,-6.0,-21.0,1.0,-16.0,-6.0,0.0,4.0,2.0,-8.0
W,Mark Smith,0.0,0.0,-10.0,30.0,-13.0,16.0,-9.0,-7.0,0.0,7.0,0.0,-21.0,-7.0,0.0,13.0,17.0,-16.0,-4.0,0.0
W,Mark Smith,2.0,1.0,-24.0,31.0,39.0,-63.0,2.0,32.0,0.0,6.0,19.0,-7.0,1.0,26.0,23.0,100.0,3.0,1.0,59.0
W,Herb Dean,0.0,0.0,20.0,-4.0,27.0,1.0,-5.0,2.0,0.0,26.0,0.0,-15.0,1.0,27.0,12.0,0.0,-1.0,20.0,0.0
L,Chris Tognoni,1.0,0.0,-11.0,0.0,-40.0,-1.0,3.0,9.0,-1.0,-30.0,-3.0,11.0,1.0,-32.0,-21.0,16.0,4.0,-14.0,-3.0
L,Herb Dean,0.0,-1.0,30.0,-8.0,48.0,-29.0,-1.0,47.0,0.0,-1.0,2.0,-23.0,5.0,6.0,2.0,-75.0,25.0,5.0,3.0
L,Chris Tognoni,3.0,-1.0,14.0,-13.0,-94.0,34.0,-9.0,-22.0,0.0,-6.0,-25.0,0.0,-6.0,-37.0,-28.0,0.0,0.0,0.0,-33.0
W,Mark Smith,3.0,0.0,-4.0,31.0,-34.0,-2.0,-22.0,-18.0,0.0,-34.0,0.0,-26.0,-3.0,-37.0,-8.0,30.0,0.0,-7.0,3.0
W,Herb Dean,1.0,0.0,-27.0,21.0,-7.0,-50.0,-1.0,-24.0,1.0,-9.0,2.0,7.0,0.0,-7.0,-3.0,100.0,0.0,-3.0,50.0
W,Keith Peterson,0.0,0.0,-14.0,42.0,3.0,-41.0,-1.0,14.0,1.0,-1.0,5.0,-27.0,2.0,6.0,8.0,0.0,9.0,-1.0,32.0
W,Marc Goddard,0.0,1.0,-6.0,-2.0,19.0,-6.0,11.0,4.0,0.0,8.0,5.0,8.0,7.0,20.0,10.0,-4.0,0.0,-1.0,6.0
L,Dan Miragliotta,0.0,0.0,7.0,-2.0,-10.0,6.0,-7.0,-7.0,0.0,-7.0,0.0,-6.0,-7.0,-14.0,-13.0,0.0,-7.0,6.0,0.0
W,Mike Beltran,2.0,0.0,-7.0,-14.0,87.0,1.0,40.0,14.0,0.0,80.0,-1.0,19.0,2.0,81.0,38.0,50.0,0.0,3.0,-1.0
W,Marc Goddard,6.0,4.0,2.0,-1.0,92.0,3.0,2.0,16.0,0.0,3.0,13.0,-2.0,2.0,18.0,15.0,40.0,2.0,1.0,-7.0
L,Jason Herzog,3.0,1.0,14.0,-8.0,-17.0,35.0,-4.0,-4.0,-1.0,7.0,1.0,-6.0,-22.0,-14.0,-14.0,60.0,-40.0,4.0,5.0
W,Osiris Maia,0.0,0.0,2.0,23.0,-14.0,13.0,-21.0,-4.0,0.0,3.0,0.0,-25.0,-12.0,-9.0,12.0,0.0,-13.0,0.0,0.0
W,Fernando Portella,4.0,0.0,-10.0,2.0,-15.0,-2.0,12.0,17.0,0.0,6.0,2.0,8.0,6.0,14.0,8.0,22.0,0.0,-6.0,2.0
L,Jason Herzog,-2.0,0.0,39.0,-58.0,2.0,38.0,6.0,14.0,0.0,14.0,-4.0,19.0,0.0,10.0,-5.0,63.0,-7.0,9.0,-30.0
L,Jason Herzog,-4.0,-1.0,-13.0,4.0,-49.0,34.0,3.0,0.0,0.0,11.0,-14.0,9.0,1.0,-2.0,0.0,-33.0,2.0,-5.0,-37.0
L,Jason Herzog,-2.0,1.0,-18.0,6.0,-47.0,-25.0,7.0,27.0,0.0,4.0,5.0,12.0,7.0,16.0,11.0,50.0,19.0,-2.0,5.0
L,Daniel Movahedi,-3.0,1.0,-19.0,13.0,-36.0,14.0,-2.0,-16.0,0.0,-9.0,-5.0,6.0,-4.0,-18.0,-4.0,43.0,-5.0,-12.0,-8.0
L,Jason Herzog,1.0,0.0,-35.0,19.0,15.0,-16.0,8.0,-5.0,0.0,0.0,4.0,17.0,3.0,7.0,10.0,0.0,7.0,-11.0,9.0
W,Marc Goddard,0.0,0.0,-6.0,20.0,-10.0,2.0,-16.0,-2.0,1.0,-8.0,1.0,-15.0,-4.0,-11.0,12.0,0.0,-3.0,-7.0,1.0
L,Lukasz Bosacki,-2.0,0.0,0.0,10.0,-30.0,22.0,-4.0,10.0,0.0,12.0,-4.0,-8.0,-6.0,2.0,6.0,-16.0,-12.0,0.0,-9.0
W,Daniel Movahedi,-1.0,0.0,-16.0,-2.0,44.0,3.0,18.0,4.0,1.0,23.0,-7.0,18.0,11.0,27.0,16.0,-33.0,12.0,-7.0,-14.0
L,Herb Dean,-2.0,0.0,19.0,27.0,28.0,2.0,-75.0,0.0,0.0,14.0,10.0,-47.0,-10.0,14.0,55.0,-25.0,-7.0,34.0,5.0
L,Mark Smith,0.0,-1.0,4.0,8.0,-4.0,-16.0,-2.0,-12.0,0.0,9.0,-1.0,-12.0,9.0,17.0,14.0,17.0,20.0,5.0,-4.0
W,Mark Smith,3.0,1.0,-27.0,25.0,5.0,-14.0,4.0,10.0,0.0,-2.0,7.0,2.0,5.0,10.0,26.0,50.0,5.0,-20.0,8.0
W,Kerry Hatley,3.0,2.0,-20.0,-1.0,50.0,0.0,2.0,3.0,0.0,-4.0,0.0,21.0,0.0,-4.0,-3.0,-38.0,0.0,-3.0,0.0
W,Chris Tognoni,1.0,0.0,-8.0,-16.0,16.0,-48.0,5.0,3.0,0.0,-6.0,0.0,24.0,9.0,3.0,-1.0,-29.0,48.0,-1.0,0.0
L,Mark Smith,1.0,0.0,47.0,-43.0,-27.0,11.0,-3.0,-10.0,1.0,2.0,-7.0,-5.0,1.0,-4.0,-24.0,25.0,3.0,23.0,-13.0
L,Chris Tognoni,-1.0,0.0,-6.0,-1.0,-14.0,-9.0,3.0,-18.0,0.0,-24.0,0.0,7.0,9.0,-15.0,-10.0,-100.0,8.0,-8.0,0.0
L,Kerry Hatley,-1.0,0.0,-2.0,12.0,-23.0,12.0,-14.0,-10.0,0.0,-18.0,-11.0,-10.0,1.0,-28.0,-12.0,0.0,5.0,-2.0,-16.0
L,Keith Peterson,-1.0,0.0,-22.0,-8.0,-43.0,2.0,12.0,3.0,-1.0,-33.0,0.0,30.0,-2.0,-35.0,-21.0,-100.0,-1.0,-26.0,0.0
W,Kerry Hatley,-1.0,0.0,-6.0,9.0,47.0,2.0,9.0,15.0,0.0,38.0,0.0,-4.0,4.0,42.0,37.0,-84.0,-1.0,-4.0,-1.0
W,Mark Smith,-5.0,0.0,-8.0,-12.0,16.0,3.0,6.0,-6.0,0.0,0.0,-9.0,21.0,6.0,-3.0,-6.0,-83.0,20.0,-3.0,-22.0
W,Keith Peterson,-2.0,-3.0,27.0,-17.0,89.0,-37.0,6.0,47.0,1.0,21.0,15.0,-10.0,1.0,37.0,19.0,14.0,2.0,12.0,34.0
W,Kerry Hatley,0.0,0.0,-6.0,14.0,74.0,-13.0,17.0,28.0,0.0,8.0,3.0,-7.0,46.0,57.0,40.0,84.0,22.0,0.0,-8.0
W,Dan Miragliotta,1.0,1.0,-48.0,-4.0,34.0,-16.0,28.0,7.0,0.0,9.0,0.0,51.0,11.0,20.0,3.0,50.0,15.0,-11.0,0.0
W,Dan Miragliotta,-1.0,0.0,-3.0,1.0,78.0,-15.0,18.0,23.0,2.0,21.0,18.0,2.0,14.0,53.0,34.0,-100.0,-3.0,1.0,17.0
L,Mark Smith,0.0,0.0,-50.0,50.0,41.0,-50.0,0.0,21.0,0.0,-1.0,27.0,0.0,0.0,26.0,27.0,-67.0,0.0,-1.0,50.0
W,Mark Smith,0.0,0.0,-16.0,35.0,19.0,25.0,-6.0,3.0,0.0,17.0,1.0,-19.0,-10.0,8.0,21.0,43.0,-27.0,-7.0,1.0
L,Kerry Hatley,-3.0,1.0,48.0,-37.0,-34.0,21.0,-8.0,18.0,0.0,5.0,-13.0,-10.0,-1.0,-9.0,-28.0,-60.0,-1.0,27.0,-18.0
L,Chris Tognoni,0.0,0.0,-6.0,6.0,-10.0,-7.0,-2.0,-10.0,0.0,-15.0,0.0,0.0,5.0,-10.0,-1.0,0.0,7.0,-7.0,0.0
W,Herb Dean,5.0,6.0,-24.0,71.0,3.0,-29.0,2.0,44.0,1.0,12.0,3.0,-47.0,3.0,18.0,15.0,100.0,14.0,1.0,14.0
W,Jason Herzog,-2.0,0.0,12.0,6.0,21.0,13.0,-9.0,11.0,0.0,33.0,0.0,-17.0,-7.0,26.0,20.0,-20.0,-13.0,15.0,0.0
W,Chris Tognoni,3.0,0.0,-16.0,-10.0,108.0,-54.0,20.0,36.0,0.0,30.0,35.0,24.0,8.0,73.0,47.0,75.0,9.0,6.0,43.0
W,Greg Kleynjans,1.0,0.0,-9.0,15.0,15.0,-12.0,-4.0,29.0,1.0,-2.0,13.0,-7.0,2.0,13.0,24.0,100.0,1.0,-7.0,11.0
W,Herb Dean,0.0,1.0,-42.0,37.0,31.0,-22.0,8.0,4.0,1.0,4.0,14.0,4.0,5.0,23.0,36.0,0.0,4.0,-21.0,17.0
L,Greg Kleynjans,-1.0,0.0,-5.0,3.0,-44.0,25.0,2.0,17.0,0.0,12.0,-1.0,3.0,-8.0,3.0,2.0,-100.0,-22.0,-1.0,-2.0
W,Jim Perdios,0.0,0.0,14.0,-1.0,3.0,0.0,-9.0,5.0,0.0,5.0,0.0,-12.0,0.0,5.0,1.0,0.0,0.0,13.0,0.0
L,Herb Dean,-1.0,0.0,13.0,-45.0,12.0,-34.0,15.0,0.0,0.0,-8.0,0.0,32.0,17.0,9.0,-12.0,-16.0,34.0,6.0,0.0
W,Rich Mitchell,0.0,0.0,-15.0,14.0,2.0,-7.0,0.0,-15.0,0.0,-6.0,1.0,0.0,3.0,-2.0,7.0,0.0,5.0,-9.0,1.0
W,Lukasz Bosacki,4.0,-1.0,15.0,-2.0,96.0,-54.0,18.0,17.0,0.0,19.0,49.0,-14.0,9.0,77.0,37.0,22.0,5.0,22.0,48.0
L,Rich Mitchell,0.0,0.0,-35.0,30.0,-88.0,8.0,-12.0,-42.0,0.0,-77.0,0.0,5.0,-10.0,-87.0,-18.0,0.0,-7.0,-57.0,0.0
W,Mark Craig,1.0,0.0,28.0,-18.0,29.0,14.0,-2.0,30.0,0.0,40.0,-9.0,-10.0,1.0,32.0,5.0,33.0,1.0,29.0,-15.0
W,Thomas Fan,0.0,0.0,-23.0,10.0,23.0,-13.0,9.0,11.0,0.0,-3.0,1.0,13.0,8.0,6.0,9.0,0.0,11.0,-12.0,1.0
L,Thomas Fan,-1.0,0.0,11.0,-46.0,-24.0,27.0,6.0,-11.0,0.0,2.0,-23.0,35.0,6.0,-15.0,-24.0,-100.0,25.0,3.0,-52.0
W,Thomas Fan,1.0,0.0,10.0,-4.0,68.0,-9.0,2.0,9.0,0.0,21.0,3.0,-6.0,2.0,26.0,9.0,100.0,3.0,15.0,5.0
L,Keith Peterson,-2.0,0.0,-10.0,2.0,-60.0,0.0,-9.0,-20.0,0.0,-59.0,-3.0,8.0,-2.0,-64.0,-22.0,-100.0,3.0,-33.0,-3.0
L,Bryan Miner,2.0,-1.0,10.0,-7.0,6.0,-7.0,1.0,-6.0,0.0,1.0,-3.0,-2.0,13.0,11.0,0.0,37.0,11.0,10.0,-4.0
W,Herb Dean,0.0,0.0,-19.0,31.0,28.0,-1.0,-11.0,11.0,0.0,27.0,0.0,-11.0,1.0,28.0,56.0,0.0,1.0,-17.0,0.0
W,Marc Goddard,0.0,0.0,4.0,-7.0,4.0,-2.0,3.0,-10.0,0.0,-7.0,0.0,2.0,3.0,-4.0,-14.0,0.0,2.0,7.0,0.0
W,Herb Dean,1.0,0.0,4.0,-17.0,-25.0,2.0,6.0,-8.0,1.0,-14.0,2.0,14.0,-7.0,-19.0,-26.0,7.0,-8.0,1.0,7.0
W,Mark Smith,6.0,-1.0,2.0,3.0,44.0,26.0,-2.0,3.0,0.0,22.0,2.0,-5.0,-18.0,6.0,6.0,44.0,-28.0,2.0,2.0
L,Chris Tognoni,-1.0,-1.0,30.0,-30.0,10.0,10.0,0.0,-1.0,0.0,1.0,-1.0,0.0,0.0,0.0,-3.0,-67.0,0.0,3.0,-10.0
W,Mark Smith,-2.0,2.0,4.0,7.0,33.0,-8.0,4.0,12.0,0.0,11.0,3.0,-10.0,3.0,17.0,7.0,-66.0,-2.0,6.0,9.0
W,Chris Tognoni,0.0,0.0,0.0,76.0,29.0,-47.0,6.0,43.0,0.0,15.0,3.0,-77.0,11.0,29.0,23.0,0.0,36.0,0.0,10.0
W,Chris Tognoni,0.0,4.0,-32.0,55.0,121.0,-77.0,7.0,47.0,0.0,1.0,79.0,-23.0,0.0,80.0,74.0,-67.0,0.0,-1.0,77.0
W,Jason Herzog,6.0,1.0,-17.0,33.0,107.0,-59.0,0.0,22.0,0.0,2.0,23.0,-17.0,0.0,25.0,25.0,50.0,0.0,0.0,59.0
L,Jason Herzog,-3.0,0.0,-5.0,3.0,-32.0,19.0,-2.0,-21.0,0.0,-2.0,-12.0,1.0,1.0,-13.0,-7.0,-60.0,3.0,-4.0,-21.0
W,Kevin MacDonald,-2.0,0.0,-4.0,12.0,28.0,2.0,3.0,-1.0,1.0,23.0,4.0,-7.0,-1.0,26.0,20.0,-2.0,-7.0,3.0,5.0
L,Jason Herzog,3.0,1.0,-20.0,68.0,22.0,-73.0,-1.0,11.0,0.0,0.0,11.0,-49.0,2.0,13.0,15.0,60.0,11.0,-1.0,61.0
W,Jimmy Neely,4.0,-2.0,0.0,14.0,18.0,-10.0,-1.0,13.0,0.0,7.0,7.0,-15.0,-2.0,12.0,11.0,66.0,-9.0,2.0,18.0
W,Justin Brown,4.0,0.0,7.0,-7.0,117.0,9.0,7.0,20.0,0.0,29.0,-3.0,-1.0,3.0,29.0,12.0,80.0,0.0,10.0,-9.0
W,Tyler Tomlinson,-1.0,1.0,-15.0,8.0,30.0,-8.0,8.0,3.0,0.0,16.0,11.0,7.0,-3.0,24.0,19.0,-33.0,-10.0,-3.0,18.0
L,Tyler Tomlinson,-1.0,0.0,21.0,-12.0,-23.0,8.0,-9.0,-10.0,0.0,-8.0,1.0,-9.0,-10.0,-17.0,-18.0,-100.0,-13.0,10.0,5.0
W,Marc Goddard,1.0,0.0,32.0,-32.0,32.0,-7.0,3.0,18.0,0.0,18.0,11.0,-1.0,-3.0,26.0,-7.0,50.0,-5.0,30.0,12.0
W,Daniel Movahedi,0.0,1.0,-27.0,15.0,23.0,-37.0,6.0,-12.0,0.0,-5.0,22.0,12.0,-1.0,16.0,16.0,0.0,-4.0,-6.0,42.0
L,Jason Herzog,-1.0,0.0,17.0,-33.0,-38.0,4.0,4.0,-17.0,0.0,-7.0,0.0,15.0,-5.0,-12.0,-22.0,-20.0,-4.0,6.0,0.0
W,Loic Pora,3.0,2.0,3.0,-7.0,47.0,-42.0,10.0,16.0,1.0,5.0,23.0,4.0,8.0,36.0,21.0,60.0,3.0,5.0,38.0
L,Marc Goddard,-1.0,0.0,-6.0,-19.0,21.0,3.0,21.0,-2.0,0.0,23.0,0.0,26.0,-1.0,22.0,-4.0,-100.0,-2.0,5.0,0.0
